"gene","ctrl_1","ctrl_2","ctrl_3","hot_1","hot_2","hot_3","cold_1","cold_2","cold_3"
"CR45313",11,22,6,0,0,0,3,0,0
"CG10912",3690,843,560,4625,6190,846,2256,5964,3856
"CR45314",66,74,12,34,12,0,13,9,12
"CG34386",251,86,46,224,98,28,48,90,92
"CR45022",31,26,6,11,0,0,0,0,0
"CG5757",664,295,125,1599,1383,347,405,470,878
"CG5098",2862,1332,418,7000,6352,1384,1635,2462,3777
"CG5756",214,127,50,2,255,4,10,15,260
"CG34196",30,20,22,0,0,0,0,3,0
"stau",5373,2017,592,12599,11010,2295,2752,3850,6636
"Spn55B",245,67,27,205,168,34,70,122,130
"Dip3",189,119,37,394,351,59,85,121,170
"Hsf",2120,878,399,6272,5917,1158,1219,1811,2970
"Pcl",3503,1672,545,10332,10146,2139,2239,2807,5591
"pAbp",75802,29715,9126,121610,93499,25195,28708,59179,68710
"snoRNA:Psi18S-1347a",7,2,5,15,6,10,7,11,5
"snoRNA:Psi18S-1347b",7,4,0,0,0,3,1,8,0
"snoRNA:Psi18S-1347c",25,9,6,0,2,0,5,3,8
"CG17680",342,145,63,675,710,140,138,160,350
"CG5742",875,345,116,1325,1239,274,394,470,802
"adp",583,265,76,1162,944,256,240,336,552
"lolal",7185,3886,1037,15852,13993,3590,4481,6532,10844
"CG10914",321,144,47,528,443,78,119,126,266
"CG10915",1535,710,229,3710,3247,723,843,1241,1901
"Nup75",516,242,107,1095,1009,159,276,376,556
"CG42518",4,0,0,0,0,0,0,0,0
"MED9",0,0,0,0,0,0,0,0,0
"Dgp-1",764,396,125,1513,1235,289,356,499,714
"CG10916",152,132,45,82,97,8,52,38,47
"CG5726",3212,1483,382,6690,6220,1495,1609,2562,4239
"nopo",347,242,86,895,972,178,297,331,554
"CG5721",676,333,96,1326,1166,222,345,486,620
"CG33958",133,149,71,35,8,0,17,1,4
"CG14499",203,35,22,92,93,10,56,503,39
"CG14500",306,97,24,286,499,66,98,129,145
"CG30114",30,32,16,19,0,0,1,0,4
"CR45147",66,28,13,27,0,0,0,2,0
"CR45310",92,74,18,4,0,0,2,3,1
"CR45311",139,96,67,34,4,1,10,5,4
"fj",172,145,37,66,63,10,29,49,48
"CR44420",14,2,3,15,2,1,2,0,1
"CR44421",31,25,11,0,0,0,0,0,0
"Ote",744,452,111,2431,2413,450,572,712,1317
"pen-2",161,100,12,206,151,28,30,94,95
"sbb",7334,3198,1121,19926,19145,3594,4297,6336,10563
"CG14502",268,172,80,201,220,37,82,111,130
"CG18536",32,37,8,25,14,3,2,10,9
"CG18537",64,35,12,6,13,6,18,23,16
"CG18538",36,32,5,0,0,0,0,0,4
"CG18539",54,40,17,7,3,0,5,0,0
"CG18540",82,55,22,41,22,14,12,3,18
"CG14505",98,73,18,63,56,10,14,27,39
"Tango8",9,9,7,0,0,0,0,0,0
"CR42736",36,21,17,0,0,1,0,0,0
"CG43202",45,31,6,53,30,7,7,39,3
"IM23",192,78,11,182,150,8,67,396,57
"IM1",325,131,18,388,346,70,125,439,85
"CG18107",299,125,30,281,339,26,177,329,252
"CG15067",1648,338,104,1679,1384,237,523,748,829
"IM2",1562,308,128,1276,1341,183,547,1067,722
"IM3",8233,2134,774,15432,9131,2456,3854,8161,6536
"CG16836",449,90,16,539,599,62,171,364,265
"CG15065",973,386,75,697,585,317,195,560,192
"CG15068",3651,690,343,3704,1864,731,1541,1008,1907
"Idgf5",194,97,25,115,109,31,41,73,121
"GstE10",242,134,36,339,253,32,61,85,129
"GstE1",459,215,20,728,977,88,108,257,181
"GstE2",96,40,22,71,86,8,28,19,30
"GstE3",1019,320,105,1269,1652,165,307,737,683
"GstE4",97,62,24,85,61,13,32,55,39
"GstE5",73,58,10,66,141,8,35,87,16
"GstE6",127,52,16,421,332,13,40,127,93
"GstE7",355,106,32,2579,2263,304,185,313,286
"GstE8",135,45,8,341,521,60,24,33,54
"GstE9",340,83,29,359,311,71,66,148,143
"imd",417,216,57,764,699,104,190,287,470
"Dp1",12386,4955,1645,21717,19334,4089,5260,10682,10451
"CG5174",2092,766,300,3922,3799,747,1027,1232,2143
"CG12263",651,318,102,846,896,167,272,323,477
"CG30118",5769,2173,632,7791,8031,1547,2346,4066,5026
"slim",1976,860,285,4155,3612,741,983,1603,2226
"CG5189",0,0,0,0,0,0,0,0,0
"CG30120",0,0,0,0,0,0,0,0,0
"Prp19",778,353,152,1723,1924,336,469,627,986
"CG5190",505,235,73,681,698,197,238,486,520
"CG17669",72,84,33,10,3,1,1,0,0
"CG30116",1011,556,174,705,802,166,207,485,382
"GstE11",231,134,31,377,429,96,114,71,224
"CG43066",1511,633,212,2659,2160,419,655,1063,1494
"CG10924",421,161,80,331,267,74,51,138,115
"Pepck",0,0,0,0,0,0,0,0,0
"CG45087",0,0,0,0,0,0,0,0,0
"Rgk2",373,233,76,155,76,43,38,74,60
"GEFmeso",1125,493,153,1658,1071,226,371,787,811
"CG42697",33,13,8,0,1,2,5,1,0
"CG10927",67,55,23,57,104,3,25,25,23
"mRpS28",100,67,9,167,146,19,43,73,78
"CG5323",615,241,88,1237,957,255,312,511,755
"CG5327",98,72,26,76,60,35,11,5,0
"CG5493",196,122,51,217,142,72,38,62,57
"Atg7",283,158,77,485,410,86,84,109,200
"CG5335",241,122,50,305,294,69,94,179,134
"Sec6",389,179,62,467,561,111,174,151,315
"Eip55E",1758,664,308,3329,3349,834,929,1238,1740
"CG5482",1783,593,252,3290,2919,680,838,1092,1614
"CG30122",4411,1689,577,10051,8868,1655,2285,3762,5743
"CheA56a",18,8,4,5,0,0,2,0,0
"SP2637",652,291,109,1132,1062,213,240,511,565
"CG42306",0,0,0,0,0,0,0,0,0
"Gint3",0,0,0,0,0,0,0,0,0
"CG33136",49,42,5,4,2,0,5,20,1
"edl",339,193,44,306,243,49,114,255,235
"CG44435",0,0,0,0,0,0,0,0,0
"CG44434",0,0,0,0,0,0,0,0,0
"CG44433",86,73,29,0,0,0,8,0,0
"CG42855",37,24,7,0,0,0,2,0,0
"Sik3",1285,631,232,2588,1991,375,511,965,1349
"CG15071",47,41,22,9,4,0,4,7,2
"CG15073",272,94,41,345,304,71,67,101,150
"CG15087",289,148,43,503,433,73,124,149,264
"pncr016:2R",131,68,33,105,87,21,39,102,86
"Hs3st-A",654,341,113,304,313,89,145,210,172
"mir-4982",14,3,0,0,0,0,0,0,0
"List",200,112,48,57,45,8,12,33,50
"CG33998",27,36,12,0,4,0,2,0,12
"CR30121",106,93,34,1,3,2,7,0,5
"CG18609",1046,372,115,1168,900,366,400,722,831
"CG17821",79,44,9,17,4,0,0,0,0
"Cyp12b2",334,135,54,297,202,80,109,164,202
"Jabba",8492,3797,1309,22382,23841,4763,6534,7476,14531
"Mctp",832,409,172,1700,1254,250,321,478,929
"CR43964",72,92,25,41,9,10,9,4,7
"CG15093",1099,412,131,1588,1658,320,442,746,712
"CG15080",308,275,69,63,383,21,35,36,293
"MFS15",331,186,60,513,441,80,109,179,247
"l(2)08717",2699,851,385,868,570,132,977,1582,1575
"CR44468",53,45,8,6,8,1,7,3,7
"CG15096",2201,643,251,681,983,270,733,1060,947
"CR43418",20,40,7,0,0,0,1,4,0
"Phb2",2105,955,298,4610,4187,917,1075,1622,2241
"CG15097",226,156,49,96,84,14,42,78,74
"CG15082",93,90,31,14,6,2,3,4,6
"CG15098",3685,1604,364,5868,5509,1436,1468,3170,3381
"CG15083",326,156,40,362,440,93,147,172,299
"CG15099",2950,1189,384,5019,5361,971,1243,1866,3044
"CG15100",793,445,139,1485,1576,293,408,633,836
"CG15084",140,71,20,218,215,22,66,58,95
"CG18190",1180,634,199,3739,3358,647,842,1245,2182
"Jheh1",817,252,110,796,819,227,290,367,445
"Jheh2",1780,746,222,2564,2404,521,632,1471,1647
"Jheh3",679,321,78,789,793,217,221,536,533
"CG43069",31,15,17,0,0,0,0,0,0
"CG43070",47,21,7,2,0,0,5,0,1
"CG43071",79,44,13,45,44,14,24,60,43
"Dpt",155,55,19,42,97,51,7,48,3
"DptB",173,20,16,9,16,25,7,8,1
"CG43109",38,22,14,30,22,7,12,20,14
"sano",781,470,122,913,614,184,272,509,555
"snoRNA:Me28S-U1130",13,11,0,0,0,0,0,0,0
"Vha100-3",145,104,34,45,1,0,6,1,3
"prod",489,251,94,1405,1218,244,305,463,679
"CG15107",443,202,70,1124,979,231,269,313,580
"Topors",1404,547,217,3068,3246,572,789,1032,1990
"CG18605",126,70,30,27,0,0,6,3,5
"tn",2327,909,250,2138,1821,524,649,1489,1176
"snoRNA:abba-a",8,11,0,0,0,0,3,7,0
"5-HT1B",332,192,75,41,61,19,34,55,53
"CG43351",741,383,133,686,570,159,385,834,351
"CG15115",59,38,12,0,0,2,0,3,0
"CG15116",65,34,6,0,0,0,3,2,0
"CG15109",82,67,29,11,0,2,11,0,0
"5-HT1A",396,241,96,191,84,46,47,115,82
"Ir56a",116,102,36,0,1,0,16,0,0
"CG15117",328,227,69,216,371,33,111,178,279
"botv",548,315,117,748,872,133,211,324,463
"CG15118",1007,557,171,2069,1803,378,486,773,947
"CG15111",442,186,96,735,674,140,189,251,386
"ena",2938,1301,487,5891,5545,1237,1386,2234,3897
"CR43399",74,27,9,0,6,1,3,7,12
"CG10737",2400,998,307,3935,3241,819,891,1439,1842
"hppy",1736,747,265,3387,3063,627,770,1103,1614
"CG7137",322,122,41,484,422,114,108,167,275
"cora",5467,2002,671,8450,6745,1746,2024,4309,4332
"wbl",208,86,32,194,212,35,62,111,69
"CG33454",40,38,13,0,0,0,1,0,2
"CG33453",36,24,4,0,0,0,3,0,0
"CR44432",29,17,3,0,0,0,4,0,0
"CG7229",110,91,36,0,0,4,15,0,4
"rib",227,185,71,164,56,4,25,5,99
"CG11906",316,140,67,473,521,105,137,171,242
"CG10476",12,7,9,0,0,0,0,0,0
"CG10474",57,36,18,0,0,0,14,0,5
"CG18606",45,25,17,0,0,0,0,0,0
"CG18607",50,38,11,12,25,0,3,3,6
"FK506-bp2",8603,3955,1225,16366,17671,3033,4836,7782,9166
"mip40",400,208,61,888,861,193,217,317,504
"Tab2",3075,1356,456,6802,6444,1467,1800,2372,4401
"CG7461",2478,953,320,4910,3892,813,1110,2110,2251
"EndoB",711,335,130,1199,1400,320,408,483,910
"Rgk1",689,463,177,496,294,82,123,169,197
"CG34045",44,47,13,12,1,0,8,7,0
"CG9975",180,123,47,20,1,0,13,8,0
"CG11961",1192,513,230,1527,1166,303,476,1029,848
"CG10051",260,135,61,133,67,13,39,74,52
"CG9416",512,230,96,525,312,87,136,175,222
"CG10062",345,142,83,151,69,14,58,115,84
"CG10073",168,107,51,0,8,4,3,1,6
"CG10081",187,132,35,6,3,0,8,6,0
"CG11257",218,113,56,287,304,66,88,112,157
"SdhA",6133,2447,823,8909,7696,1860,2608,4671,4907
"cer",316,143,50,462,365,138,110,238,272
"hts",10600,4154,1533,18176,14283,4229,4599,8031,12508
"CR43430",139,76,18,22,9,0,11,2,1
"snoRNA:hts-a",16,6,2,16,17,0,2,6,6
"CalpA",824,372,103,957,704,158,270,366,471
"Fak",1378,534,221,2382,2379,491,565,868,1407
"Spt5",1278,560,203,2679,2700,510,707,886,1615
"RpL11",8073,3653,941,12577,12693,2203,3577,6880,6381
"snoRNA:Psi28S-2444",22,12,0,13,0,0,0,13,1
"Arl6",43,39,7,25,10,0,3,10,2
"EloC",940,423,130,1662,1582,279,448,815,898
"betaTub56D",7432,3575,1125,23560,24109,3965,5277,7541,10986
"CG7744",1169,516,273,3955,3766,738,924,1028,2354
"par-1",9962,3699,1194,18431,15811,3750,4433,7135,10474
"mei-W68",126,79,20,125,77,13,20,24,54
"TBCB",719,350,100,1767,1669,315,408,545,1020
"Oseg6",440,268,102,619,543,118,171,215,313
"Rep",302,130,43,475,377,129,115,142,251
"hpo",1290,588,160,3087,2822,599,618,944,1853
"CG15120",135,48,33,71,90,28,35,36,55
"CG16926",8153,2740,980,10550,8403,3266,3298,4146,5460
"CG11007",700,337,72,1386,1393,270,357,474,811
"CR44472",34,14,15,122,94,7,16,18,15
"Ir56b",51,77,15,9,9,0,7,0,0
"Ir56c",106,83,37,34,6,0,24,0,0
"Ir56d",67,68,24,4,0,1,1,0,3
"sm",4923,1902,669,7053,5828,1566,1583,3156,4173
"CG43111",25,34,7,0,0,0,0,0,0
"CG42878",17,21,4,0,0,0,1,0,0
"CG16716",144,108,47,5,0,0,9,0,6
"CR44473",17,24,9,0,0,0,0,0,3
"CR44474",26,26,9,1,4,0,7,5,2
"CR44503",110,100,48,8,0,0,5,1,1
"CG42753",34,21,6,0,0,0,0,0,0
"CG18367",25,29,6,0,17,0,12,2,15
"mir-4983",0,0,0,0,0,0,0,0,0
"CG43277",19,15,13,0,0,0,4,11,0
"CG15124",24,31,19,10,0,0,8,0,0
"CG15905",54,62,17,0,0,0,3,0,3
"CR44212",11,13,9,0,0,0,0,0,1
"CR44213",21,11,4,0,0,0,0,0,0
"CR44214",83,76,22,0,0,0,4,0,0
"CG15125",34,44,12,8,0,0,0,0,6
"CR44504",65,52,22,16,0,0,0,0,0
"mir-6-3",0,0,0,0,0,0,0,0,0
"mir-6-2",0,0,0,0,0,0,0,0,0
"mir-6-1",0,0,0,0,0,0,0,0,0
"mir-5",0,0,0,0,0,0,0,0,0
"mir-4",0,0,0,0,0,0,0,0,0
"mir-286",0,0,0,0,0,0,0,0,0
"mir-3",0,0,0,0,0,0,0,0,0
"mir-309",0,0,0,0,0,0,0,0,0
"CG11018",72,46,11,0,0,0,4,0,0
"hrg",3289,1615,521,5965,5433,1437,1397,2669,3631
"isopeptidase-T-3",317,161,50,298,332,73,106,149,216
"CG15127",25,23,9,5,7,0,9,6,3
"CG34198",50,26,2,46,57,13,14,32,24
"CR44505",58,22,4,0,0,0,1,0,0
"CG15128",87,79,38,34,0,0,10,1,0
"CG15126",124,38,18,249,224,37,92,194,192
"CR44506",270,174,60,23,9,2,13,5,3
"Obp56a",370,109,29,454,449,119,90,198,169
"Obp56b",44,29,26,0,0,0,2,0,0
"Obp56c",73,60,14,0,0,0,3,0,0
"Obp56d",635,232,90,496,670,181,186,375,270
"CR44509",31,31,10,0,4,1,7,7,10
"Obp56e",1987,1044,241,2063,2082,761,759,1807,1539
"Obp56f",52,37,10,17,0,0,6,0,0
"CG8517",37,26,8,16,0,0,2,0,0
"snoRNA:185",65,26,16,187,87,18,51,56,77
"5SrRNA:CR33452",6,4,0,0,0,0,7,0,0
"5SrRNA-Psi:CR33416",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33403",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33374",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33370",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33368",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33436",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33396",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33397",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33404",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33429",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33431",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33430",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33433",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33435",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33434",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33373",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33379",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33380",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33381",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33382",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33383",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33384",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33385",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33437",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33414",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33413",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33415",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33376",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33377",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33445",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33357",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33360",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33358",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33359",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33362",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33387",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33386",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33393",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33392",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33395",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33394",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33388",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33426",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33417",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33424",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33425",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33421",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33446",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33451",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33369",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33353",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33355",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33354",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33361",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33372",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33408",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33406",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33411",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33410",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33409",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33412",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33440",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33438",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33389",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33390",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33427",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33422",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33447",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33450",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33448",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33399",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33398",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33378",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33444",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33418",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33449",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33443",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33423",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33405",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33400",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33401",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33375",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33442",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33402",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33439",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33391",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33419",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33420",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33407",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33441",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33364",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33365",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33432",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33428",0,0,0,0,0,0,0,0,0
"5SrRNA-Psi:CR33371",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33367",0,0,0,0,0,0,0,0,0
"5SrRNA:CR33366",0,0,0,0,0,0,0,0,0
"5SrRNA-Psi:CR33363",2,1,0,3,2,0,1,0,0
"5SrRNA-Psi:CR33356",0,0,0,0,0,0,0,0,0
"Or56a",101,47,16,0,0,0,10,4,0
"Obp56g",126,73,12,192,81,40,45,72,67
"CR45231",211,167,48,35,0,1,4,9,0
"Obp56h",52,25,5,30,6,0,8,12,7
"Toll-7",528,257,104,228,285,55,85,172,304
"CG44569",105,20,22,0,1,0,9,0,0
"CR44570",16,12,6,0,0,0,5,0,0
"CR44571",16,29,3,0,0,0,4,2,0
"Obp56i",31,36,3,0,0,0,1,2,1
"CR44460",39,47,8,0,0,0,2,0,0
"CG13872",112,90,43,21,4,0,5,0,0
"CR44572",68,48,17,25,0,0,0,0,0
"CR44573",70,48,14,0,0,1,2,0,0
"CR44626",28,1,3,0,0,0,0,0,0
"CR44627",24,26,15,0,0,0,3,0,0
"CR43421",55,10,8,0,0,0,4,5,0
"CG43195",40,55,8,1,0,0,4,0,0
"CG42690",28,16,9,0,0,0,2,0,0
"CG42691",55,34,16,0,0,0,3,5,2
"CG30447",28,30,16,0,0,0,4,0,0
"CG10822",14,17,4,11,0,0,4,0,0
"CG44622",49,22,15,0,0,0,7,0,0
"CG44623",52,33,16,14,0,0,5,0,0
"CG8654",556,251,99,611,411,204,182,267,419
"CG16898",132,63,44,670,336,155,44,62,148
"CR44628",32,30,5,0,0,0,1,1,0
"CR44629",22,10,4,14,0,0,3,0,0
"CR44630",32,10,6,0,0,0,0,0,0
"CR44631",30,34,13,0,0,0,0,0,0
"CR44632",113,64,21,11,2,0,7,0,2
"CR44633",50,27,5,9,0,0,2,0,0
"18w",1513,649,262,1536,1292,314,697,1229,1374
"CR44634",10,15,1,0,0,0,0,0,0
"CR44635",3,15,1,0,6,0,0,2,0
"CR44636",19,4,3,8,0,0,2,0,0
"CG11041",34,24,12,13,1,0,2,5,1
"CR45229",19,15,7,11,0,0,0,0,0
"CG16894",36,31,10,0,0,0,0,0,0
"CR45423",37,34,7,0,0,0,2,0,0
"CG11044",231,110,41,167,84,38,31,91,66
"CG44624",21,10,8,0,0,0,0,0,0
"CG44625",30,6,7,0,0,0,0,0,0
"CG11099",212,153,39,140,65,27,45,46,27
"CG13869",52,45,7,0,2,0,1,0,0
"Efhc1.2",133,116,44,0,6,0,5,2,3
"CG11208",568,239,109,1113,1230,256,323,482,751
"ppk6",64,83,18,43,1,7,7,0,6
"CG9864",554,211,95,523,442,49,220,209,314
"Ate1",678,311,120,1280,1214,299,363,491,819
"Hsl",1636,720,183,3860,3641,707,809,1078,2084
"PCNA",831,455,127,2883,2880,440,716,808,1375
"plu",221,110,53,644,614,116,129,206,327
"RpS18",13647,5588,1794,24793,24294,4676,6985,10268,11971
"CR43812",51,8,3,27,40,8,7,3,21
"CG8908",347,267,78,462,345,109,42,32,43
"CG10444",694,317,157,1299,1330,228,300,509,738
"CG11788",188,100,32,265,259,54,52,53,104
"CG9143",846,361,123,1191,1307,271,280,563,732
"CG9090",2842,1280,298,3335,2860,1025,1018,1982,1972
"CG16868",1242,552,208,3023,2915,471,554,769,1564
"CG34199",29,18,15,10,2,0,4,0,0
"Cpr56F",54,60,16,13,13,4,9,0,5
"CkIIbeta2",38,50,22,0,2,0,1,0,0
"CR44638",24,11,4,0,0,0,0,0,0
"CR44639",76,45,18,0,2,0,1,0,0
"CR44640",70,34,20,35,34,13,17,9,16
"CR44641",21,19,1,25,12,4,2,15,3
"CG11200",443,170,60,616,573,177,168,337,293
"CG13868",5739,2222,752,3914,3367,751,2932,4759,4649
"CR44642",25,27,17,0,2,0,1,4,0
"CG13871",67,42,24,0,4,0,10,0,0
"CG8920",2476,984,338,4887,4611,991,1272,1694,2564
"MED8",187,93,21,310,366,70,94,147,241
"CG8929",1366,582,185,3034,2544,520,635,955,1459
"CG16739",30,9,4,0,1,1,7,0,0
"CG13870",67,77,24,8,5,1,7,4,0
"CG16741",23,20,13,0,0,0,1,0,0
"CG11192",33,20,13,7,2,3,0,0,1
"CG12484",513,263,78,317,214,44,76,87,144
"CR44643",64,34,15,24,0,0,1,1,0
"Obp57c",399,125,46,463,509,88,123,185,178
"Obp57b",228,83,28,215,121,61,70,72,88
"Obp57a",1259,483,144,902,1093,322,510,871,781
"CR44644",37,47,11,6,0,0,0,0,0
"CR44645",61,37,8,40,21,9,13,12,15
"CR44646",17,9,10,8,0,0,0,0,0
"CR44647",25,4,7,0,1,0,0,0,0
"CR44648",14,24,4,0,0,3,2,2,0
"CR44649",15,17,0,0,0,0,0,0,0
"CG13426",41,8,9,0,0,0,7,0,0
"CR44650",7,26,1,0,0,0,1,0,0
"CG13422",553,176,74,935,663,215,157,502,322
"CG30151",228,129,32,286,188,50,93,143,128
"CR44651",93,36,15,18,31,12,20,21,12
"CG30154",54,36,14,19,20,13,13,22,26
"CG18067",11115,2616,815,8490,7146,3442,2239,5694,2978
"CG13423",61,74,30,11,2,0,2,5,4
"CG13427",24,16,15,168,1,0,3,5,2
"CG13428",687,247,76,860,727,178,208,433,414
"CR44652",19,10,7,0,0,0,1,0,0
"CG30148",166,60,26,19,76,15,29,38,42
"Obp57e",35,37,15,0,8,4,3,3,4
"Obp57d",0,0,0,0,0,0,0,0,0
"Cpr57A",0,0,0,0,0,0,0,0,0
"CG13430",0,0,0,0,0,0,0,0,0
"CG18065",0,0,0,0,0,0,0,0,0
"lms",149,76,25,16,7,2,9,1,6
"Mgat1",674,346,132,1838,1811,425,329,510,940
"CR44653",25,26,14,0,0,0,0,0,0
"CG43308",21,18,9,0,2,0,0,0,0
"qsm",356,202,58,404,321,69,106,165,189
"mir-310",8,1,1,0,0,0,0,0,0
"mir-311",3,0,3,0,0,0,1,0,0
"mir-312",6,9,1,0,0,0,0,0,0
"mir-313",6,4,1,0,0,0,0,0,0
"mir-2498",2,8,0,0,0,0,0,0,0
"mir-991",4,15,5,0,0,0,0,0,0
"mir-992",11,3,3,0,0,0,0,0,0
"Nnf1a",102,56,8,41,50,22,25,39,44
"bl",1843,677,273,3625,2808,683,851,1595,1990
"mir-7",15,14,2,0,7,0,6,5,6
"Hil",512,280,104,591,484,123,103,242,236
"CG9945",489,217,101,1257,1166,252,291,319,599
"CG11180",1684,690,209,2309,2359,462,735,1035,1677
"CG16742",1070,517,187,2416,2155,385,512,799,1236
"Rcd6",199,98,50,43,99,1,24,22,98
"rig",1642,722,228,4717,4504,855,1011,1150,2475
"CG13436",100,64,13,24,37,5,12,10,11
"maf-S",773,369,131,1107,1256,252,364,569,613
"CG11110",225,104,34,570,429,83,105,125,238
"CG33786",0,0,0,0,0,0,0,0,0
"CG33785",0,0,0,0,0,0,0,0,0
"DMAP1",779,364,114,1561,1614,344,437,489,915
"Lrt",224,134,55,136,110,22,35,63,46
"CG16799",925,330,146,630,637,226,317,528,542
"CG11159",45,46,20,0,0,0,5,0,0
"CG13437",16,41,8,10,4,0,3,2,0
"Fem-1",979,406,159,1946,1632,311,434,641,933
"exu",2477,1261,412,8034,8477,1337,1804,2432,4138
"CG30152",647,301,78,640,741,173,273,443,552
"Gr57a",57,54,15,0,0,0,2,0,0
"CR44659",21,15,3,0,0,0,6,1,0
"CG13438",54,32,31,10,0,0,1,0,0
"dpr",321,200,78,255,185,38,68,98,96
"CR44660",26,18,3,5,0,0,1,1,6
"CG13442",92,90,30,36,0,0,2,1,3
